LSOA2011,LSOA.name.(2011),Local.Authority.District.code.(2019),Local.Authority.District.name.(2019),Index.of.Multiple.Deprivation.(IMD).Score,Index.of.Multiple.Deprivation.(IMD).Rank,Index.of.Multiple.Deprivation.(IMD).Decile,Index.of.Multiple.Deprivation.(IMD).Decile,Income.Score.(Rank,Income.Score.(Decile,Employment.Score.(rate),Employment.Score.(Rank,Employment.Score.(Decile,"Education,.Skills.and.Training.Score","Education,.Skills.and.Training.Rank","Education,.Skills.and.Training.Decile",Health.Deprivation.and.Disability.Score,Health.Deprivation.and.Disability.Rank,Health.Deprivation.and.Disability.Decile,Crime.Score,Crime.Rank,Crime.Decile,Barriers.to.Housing.and.Services.Score,Barriers.to.Housing.and.Services.Rank,Barriers.to.Housing.and.Services.Decile,Living.Environment.Score,Living.Environment.Rank,Living.Environment.Decile,Income.Depriv.Affecting.Children.Index.(IDACI).Score.(rate),Income.Depriv.Affecting.Children.Index.(IDACI).Score.(Rank,Income.Depriv.Affecting.Children.Index.(IDACI).Score.(Decile,Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(rate),Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(Rank,Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(Decile,Children.and.Young.People.Sub-domain.Score,Children.and.Young.People.Sub-domain.Rank,Children.and.Young.People.Sub-domain.Decile,Adult.Skills.Sub-domain.Score,Adult.Skills.Sub-domain.Rank,Adult.Skills.Sub-domain.Decile,Geographical.Barriers.Sub-domain.Score,Geographical.Barriers.Sub-domain.Rank,Geographical.Barriers.Sub-domain.Decile,Wider.Barriers.Sub-domain.Score,Wider.Barriers.Sub-domain.Rank,Wider.Barriers.Sub-domain.Decile,Indoors.Sub-domain.Score,Indoors.Sub-domain.Rank,Indoors.Sub-domain.Decile,Outdoors.Sub-domain.Score,Outdoors.Sub-domain.Rank,Outdoors.Sub-domain.Decile
E01009489,Birmingham 051D,E08000025,Birmingham,51.416,169,3,4,96.5,2,0.2,205,4,65.273,29,1,0.692,313,5,-0.113,512,8,33.311,265,5,44.511,249,4,0.322,216.5,4,0.642,30,1,0.665,161,3,0.625,9,1,-2.067,637,10,4.681,111.5,2,0.877,267,5,1.112,215,4
E01009490,Birmingham 055D,E08000025,Birmingham,51.429,168,3,4,168.5,3,0.205,188,3,53.498,116,2,0.436,420.5,7,0.917,96,2,36.587,112,2,51.927,126,2,0.331,196,4,0.39,171,3,0.434,244,4,0.559,64.5,2,-0.469,387,7,4.622,124,2,1.035,188.5,3,1.366,97,2
E01009491,Birmingham 051E,E08000025,Birmingham,57.249,93,2,3,45,1,0.223,133.5,3,59.739,57,1,0.79,268,5,0.458,276,5,34.478,211,4,48.564,184,3,0.393,96.5,2,0.643,28,1,0.218,339,6,0.641,4,1,-1.33,607,10,4.76,86,2,0.99,213.5,4,1.19,171.5,3
E01009492,Birmingham 055E,E08000025,Birmingham,54.936,117,2,3,114.5,2,0.213,165.5,3,73.395,8,1,0.803,262,5,0.32,339,6,32.919,275,5,46.784,208,4,0.325,208,4,0.388,176,3,1.153,44,1,0.607,20.5,1,-1.291,602,10,4.579,135,3,0.996,211,4,1.022,280,5
E01009493,Birmingham 113D,E08000025,Birmingham,59.309,67,2,3,161,3,0.274,34,1,15.288,462,8,1.537,34,1,0.395,308,5,46.02,14,1,63.698,24,1,0.304,252,4,0.345,224.5,4,-0.63,534,9,0.349,396,7,0.143,127,2,4.94,42.5,1,1.697,5,1,0.54,585,10
E01009494,Birmingham 109A,E08000025,Birmingham,57.941,88,2,3,14.5,1,0.254,63,1,41.337,228,4,1.172,125,2,0.801,134,3,35.691,150,3,19.281,599,10,0.542,8,1,0.378,184.5,3,0.656,167,3,0.458,230,4,-0.078,225.5,4,4.025,232,4,-0.209,591,10,0.656,522.5,9
E01009495,Birmingham 106E,E08000025,Birmingham,51.745,164,3,4,176.5,3,0.24,94.5,2,39.695,238,4,1.168,127.5,2,1.234,32,1,34.065,232,4,21.046,588,10,0.437,49.5,1,0.155,474,8,0.933,76.5,2,0.397,318.5,5,0.133,132.5,3,3.324,352,6,-0.162,585,10,0.778,448.5,8
E01009496,Birmingham 109B,E08000025,Birmingham,18.442,549,9,10,552,9,0.067,555,9,12.725,481,8,0.14,528,9,0.709,169,3,28.216,434,7,29.105,520,9,0.136,484.5,8,0.096,574.5,9,-0.25,467,8,0.288,484.5,8,0.355,64,1,1.455,581,10,0.219,525.5,9,1,290,5
E01009497,Birmingham 109C,E08000025,Birmingham,23.555,469,8,9,449.5,8,0.092,483,8,15.891,449,8,0.459,410.5,7,0.796,137.5,3,28.448,424,7,24.053,565,9,0.157,454.5,8,0.207,402,7,-0.338,484,8,0.335,418,7,0.008,187.5,3,2.555,440,7,0.045,558,9,0.794,438.5,7
E01009498,Birmingham 119D,E08000025,Birmingham,58.985,73,2,3,68.5,2,0.233,105,2,54.823,99,2,1.032,178,3,1.258,31,1,28.839,409,7,48.678,180,3,0.509,13,1,0.394,164,3,1.127,49,1,0.489,173,3,-0.58,420.5,7,3.663,298,5,1.197,96,2,0.622,547,9
E01009499,Birmingham 119E,E08000025,Birmingham,41.878,288,5,6,253,4,0.183,263,5,32.891,300,5,0.599,354,6,0.815,125.5,2,26.011,503,8,46.63,211,4,0.401,88,2,0.255,336,6,0.256,323,6,0.436,260.5,5,-0.626,443,7,3.204,371,6,1.038,183,3,0.906,361,6
E01009500,Birmingham 095E,E08000025,Birmingham,64.062,27,1,2,47,1,0.249,70.5,2,47.12,170,3,1.364,64,1,1.219,35,1,44.022,24,1,40.601,321.5,6,0.49,18,1,0.394,164,3,0.895,86.5,2,0.468,205.5,4,0.339,71,2,4.378,177,3,0.738,334.5,6,1.09,229.5,4
E01009501,Birmingham 101B,E08000025,Birmingham,49.56,195,4,5,168.5,3,0.199,210.5,4,42.754,210,4,1.029,180,3,0.948,84.5,2,28.501,420,7,45.992,227,4,0.402,86.5,2,0.376,187.5,3,0.715,149,3,0.461,223.5,4,-1.286,600.5,10,3.992,243,4,1.106,152,3,0.643,531.5,9
E01009502,Birmingham 101C,E08000025,Birmingham,49.209,198,4,5,200.5,4,0.215,157.5,3,45.843,183,3,1.332,71,2,0.802,132,3,28.264,432,7,31.083,485,8,0.387,107.5,2,0.319,251,4,1.068,58,1,0.427,274,5,-0.479,391,7,3.437,338,6,0.511,434,7,0.674,510,8
E01009503,Birmingham 101D,E08000025,Birmingham,50.357,185,3,4,182.5,3,0.214,162,3,41.61,224,4,1.18,120,2,0.638,191,3,26.683,484,8,51.531,133,3,0.36,149.5,3,0.302,278,5,0.801,114,2,0.438,258.5,5,-0.664,455,8,3.364,344,6,1.19,100,2,0.919,353,6
E01009504,Birmingham 109D,E08000025,Birmingham,22.559,487,8,9,502.5,8,0.103,437,7,6.18,552,9,0.423,427,7,0.924,95,2,23.708,541,9,32.718,457,8,0.159,449,8,0.085,584.5,10,-0.779,555,9,0.24,526.5,9,-0.184,274.5,5,2.033,514,9,0.436,468,8,0.979,312.5,5
E01009505,Birmingham 101E,E08000025,Birmingham,44.598,256,4,5,260.5,5,0.201,201,4,36.593,266,5,1.076,161,3,0.787,143,3,32.75,283,5,30.952,486,8,0.372,129,3,0.224,377,6,0.74,136,3,0.402,312.5,5,-0.191,278.5,5,3.792,276,5,0.509,435,7,0.665,514.5,9
E01009506,Birmingham 109E,E08000025,Birmingham,11.771,602,10,11,574.5,9,0.062,566.5,9,3.344,586,10,-0.038,578,10,0.435,289,5,18.704,615,10,16.534,614,10,0.078,569,9,0.073,599,10,-0.964,577,10,0.195,574,9,-0.415,363,6,1.398,584,10,-0.344,606,10,0.517,598.5,10
E01009507,Birmingham 056B,E08000025,Birmingham,47.318,216,4,5,290,5,0.194,229,4,39.591,239,4,1.708,9,1,0,474.5,8,40.583,46,1,36.281,406,7,0.24,350,6,0.331,242,4,0.083,382,6,0.505,148.5,3,-0.119,239,4,4.719,99,2,0.551,419,7,1.076,242,4
E01009508,Birmingham 056C,E08000025,Birmingham,32.817,367,6,7,371,6,0.143,355,6,29.203,330,6,0.367,444,7,0.193,413,7,33.878,243,4,43.087,276,5,0.195,399,7,0.203,407.5,7,0.243,332,6,0.406,304,5,0.144,126,2,3.256,363,6,0.862,269,5,1.02,283,5
E01009509,Birmingham 056D,E08000025,Birmingham,39.489,311,5,6,310,5,0.164,306.5,5,37.069,262,5,0.744,286,5,0.147,429,7,34.06,233,4,47.634,193,4,0.254,332,6,0.241,353.5,6,0.504,222,4,0.443,253,4,-0.677,463,8,4.479,163,3,1.016,203,4,1.05,263,5
E01009510,Birmingham 056E,E08000025,Birmingham,62.31,39,1,2,105.5,2,0.267,44.5,1,54.961,97,2,1.576,27,1,0.903,100,2,44.778,22,1,28.439,530,9,0.474,24,1,0.237,358,6,0.755,134,3,0.536,94,2,0.422,47.5,1,4.295,189,3,0.25,517,9,0.893,373,6
E01009511,Birmingham 054F,E08000025,Birmingham,61.073,47,1,2,51.5,1,0.247,74.5,2,64.08,38,1,0.81,258.5,5,0.93,93,2,35.331,162,3,47.117,201,4,0.43,57.5,1,0.486,96,2,0.933,76.5,2,0.57,48,1,-0.589,429.5,7,4.574,138,3,1.108,150,3,0.752,463,8
E01009512,Birmingham 062A,E08000025,Birmingham,45.743,238,4,5,180,3,0.192,236.5,4,46.278,178,3,0.7,307,5,0.409,301,5,29.377,390,7,43.935,258,5,0.43,57.5,1,0.289,299,5,0.788,122.5,2,0.478,189,3,-0.369,347,6,3.489,329,6,0.903,256,4,0.996,293.5,5
E01009513,Birmingham 066F,E08000025,Birmingham,51.065,174,3,4,196,4,0.209,176.5,3,38.43,253,4,1.001,189,3,1.175,42,1,31.468,326,6,49.479,170,3,0.326,205,4,0.375,189.5,3,0.467,233,4,0.459,226.5,4,-0.734,481,8,4.161,207,4,0.89,263,5,1.484,51,1
E01009514,Birmingham 062B,E08000025,Birmingham,66.535,16,1,2,92.5,2,0.274,34,1,64.686,34,1,1.585,22,1,1.135,46,1,38.953,64,1,41.367,305,5,0.45,36,1,0.281,311,5,1.179,37,1,0.542,90,2,-0.026,202.5,4,4.379,176,3,0.86,272,5,0.87,391.5,7
E01009515,Birmingham 067C,E08000025,Birmingham,41.398,296,5,6,341,6,0.199,210.5,4,24.268,369,6,1.047,172,3,0.488,261,5,36.327,122,2,43.491,268,5,0.186,410,7,0.219,385,7,-0.474,509,8,0.427,274,5,0.376,60,1,3.066,388,7,0.801,305,5,1.193,169,3
E01009516,Birmingham 062C,E08000025,Birmingham,40.111,305,5,6,283,5,0.155,326,6,33.451,294,5,0.997,191,3,0.26,380,6,33.561,256,4,43.661,263,5,0.305,250,4,0.352,211,4,0.495,226,4,0.412,297,5,0.132,134,3,3.23,366,6,0.934,236,4,0.893,373,6
E01009517,Birmingham 062D,E08000025,Birmingham,45.513,242,4,5,238.5,4,0.188,247.5,4,41.427,226,4,1.08,160,3,0.657,184,3,28.889,406,7,43.425,270,5,0.367,135.5,3,0.302,278,5,0.547,204,4,0.473,196.5,4,-0.298,320,5,3.283,354,6,0.959,226,4,0.809,430.5,7
E01009518,Birmingham 067D,E08000025,Birmingham,25.915,433,7,8,435.5,7,0.114,412.5,7,15.433,458,8,0.182,516.5,9,0.248,387,7,31.749,319,5,44.405,251,4,0.171,437,7,0.16,467.5,8,-0.36,491,8,0.332,424,7,0.238,94,2,2.586,434.5,7,0.936,235,4,0.957,327,6
E01009519,Birmingham 072C,E08000025,Birmingham,21.318,504,8,9,546,9,0.076,526,9,28.659,333,6,-0.058,583,10,0.052,461,8,27.115,473,8,46.024,224,4,0.124,503.5,8,0.119,540.5,9,0.496,225,4,0.365,365.5,6,0.233,98,2,1.62,568,9,1.036,185.5,3,0.858,398,7
E01009520,Birmingham 072D,E08000025,Birmingham,18.463,548,9,10,546,9,0.066,558,9,17.888,427,7,-0.148,599,10,-0.493,589,10,30.97,335,6,43.892,260,5,0.089,551,9,0.138,505,8,-0.189,456.5,8,0.343,406,7,0.161,117,2,2.657,430,7,0.995,212,4,0.76,461,8
E01009521,Birmingham 067E,E08000025,Birmingham,21.081,508,8,9,527,9,0.074,531.5,9,17.33,436,7,0.009,569,9,0.452,279,5,21.185,587,10,51.79,127,2,0.133,488,8,0.123,532.5,9,-0.262,468,8,0.344,403,7,-0.977,549,9,2.556,438.5,7,1.111,146,3,1.162,186,3
E01032589,Birmingham 132E,E08000025,Birmingham,21.427,502,8,9,528.5,9,0.076,526,9,15.334,460,8,0.57,367,6,0.606,216.5,4,27.231,468,8,31.991,469,8,0.084,558.5,9,0.178,442.5,7,-0.098,437,7,0.303,467.5,8,-0.002,193,4,2.321,474,8,0.524,430.5,7,0.738,471,8
E01032591,Birmingham 133F,E08000025,Birmingham,14.244,581,10,11,534.5,9,0.08,514,9,12.317,489,8,-0.154,602,10,-0.437,580,10,23.651,544.5,9,18.246,607,10,0.122,507,8,0.165,458.5,8,-0.608,529,9,0.315,451,8,-0.077,223.5,4,1.761,547,9,-0.301,600,10,0.657,521,9
E01033557,Birmingham 134B,E08000025,Birmingham,20.868,513,9,10,596.5,10,0.049,589.5,10,11.285,504,8,0.567,368,6,0.617,203,4,43.232,26,1,34.847,432,7,0.081,563.5,9,0.131,520,9,0.245,331,6,0.091,637,10,-0.8,501,8,5.674,5,1,0.305,504,8,1.359,99,2
E01033559,Birmingham 049E,E08000025,Birmingham,20.4,522,9,10,519,9,0.053,582.5,10,12.919,478,8,0.339,463,8,0.306,350,6,32.872,279,5,40.51,325,6,0.618,4,1,0.12,538.5,9,0.323,297,5,0.147,620,10,-0.933,542,9,4.47,164,3,0.499,439,7,1.513,48,1
E01033561,Birmingham 050E,E08000025,Birmingham,26.7,427,7,8,495,8,0.043,602.5,10,26.787,346,6,1.088,156,3,0.728,162,3,29.845,374,6,45.351,240,4,0.363,145,3,0.624,36.5,1,0.115,371,6,0.398,316.5,5,-0.726,480,8,3.949,252,4,0.813,296.5,5,1.32,113.5,2
E01033562,Birmingham 087F,E08000025,Birmingham,28.351,411,7,8,430.5,7,0.102,441,7,9.734,517,9,0.593,355.5,6,-0.118,514,9,46.702,11,1,41.492,303,5,0.172,435,7,0.22,383.5,6,-0.275,470,8,0.246,521,9,0.529,32,1,4.31,187,3,1.001,208,4,0.489,605.5,10
E01033564,Birmingham 136C,E08000025,Birmingham,24.775,451,8,9,552,9,0.035,614.5,10,11.328,503,8,0.318,474,8,0.287,360,6,48.981,7,1,58.376,54,1,0.278,296,5,0.304,272.5,5,0.233,335,6,0.116,629.5,10,-0.258,309,5,5.976,3,1,1.299,58,1,1.204,162,3
E01033565,Birmingham 137B,E08000025,Birmingham,20.657,520,9,10,572,9,0.059,569,9,10.991,506,8,0.343,460.5,8,0.205,404,7,32.198,302,5,53.448,102,2,0.118,510,8,0.272,319.5,5,0.205,344,6,0.119,628,10,-0.416,364.5,6,3.998,239.5,4,1.108,150,3,1.305,120,2
E01033567,Birmingham 135B,E08000025,Birmingham,24.672,453,8,9,635.5,10,0.006,638.5,10,8.429,533,9,-0.227,608,10,1.86,2,1,52.697,3,1,46.547,212,4,0.125,500.5,8,0.068,604,10,-0.024,412.5,7,0.142,623,10,-0.038,208.5,4,6.166,2,1,0.673,359.5,6,1.672,24,1
E01033615,Birmingham 135C,E08000025,Birmingham,25.827,434,7,8,629.5,10,0.024,626,10,8.431,532,9,0.321,473,8,1.414,14,1,46.174,13,1,63.918,23,1,0.061,588.5,10,0.101,571,9,0.003,404,7,0.114,632.5,10,-0.36,341,6,5.695,4,1,1.259,67.5,2,1.724,20,1
E01033616,Birmingham 135D,E08000025,Birmingham,58.793,75,2,3,265,5,0.229,115,2,39.339,241,4,1.476,43,1,1.625,5,1,34.795,192,3,67.694,8,1,0.208,387.5,7,0.528,83.5,2,1.098,55,1,0.359,376,6,-0.416,364.5,6,4.34,182,3,1.311,52,1,1.868,8,1
E01033617,Birmingham 050F,E08000025,Birmingham,23.217,476,8,9,613.5,10,0.011,635,10,23.155,381,6,0.653,328,6,0.009,472,8,59.71,1,1,41.544,301,5,0.043,606,10,0.346,221.5,4,0.918,80.5,2,0.158,615.5,10,0.796,6,1,5.287,8,1,0.804,302.5,5,1.019,285,5
E01033618,Birmingham 137C,E08000025,Birmingham,12.858,595,10,11,637.5,10,0.014,632.5,10,9.975,516,9,-0.21,606,10,-0.613,603,10,34.657,200,4,46.507,214,4,0.064,584.5,10,0.058,617,10,0.146,361,6,0.088,638,10,-0.169,267.5,5,4.03,230,4,0.97,223,4,1.057,257.5,5
E01033619,Birmingham 137D,E08000025,Birmingham,19.337,538,9,10,560,9,0.038,610,10,11.857,495,8,0.476,404,7,-0.148,529,9,30.941,336,6,53.381,103,2,0.272,305.5,5,0.307,265,5,0.226,336,6,0.161,612,10,-0.241,299,5,3.568,315,5,1.152,121,2,1.186,173,3
E01033620,Birmingham 138A,E08000025,Birmingham,27.122,423,7,8,570,9,0.048,592,10,7.093,548,9,0.627,341,6,0.337,332,6,50.543,5,1,63.651,25,1,0.177,426.5,7,0.612,42.5,1,-0.122,441,7,0.116,629.5,10,-0.455,379,6,6.471,1,1,1.768,2,1,0.334,633,10
E01033621,Birmingham 035G,E08000025,Birmingham,46.511,227,4,5,189,3,0.207,184,3,36.023,273,5,0.588,361,6,0.796,137.5,3,35.295,167,3,38.462,361,6,0.274,302,5,0.44,120.5,2,0.272,314,5,0.462,221,4,-0.812,504,8,4.706,103,2,0.656,369,6,1.063,249.5,4
E01033622,Birmingham 138B,E08000025,Birmingham,17.367,558,9,10,613.5,10,0.023,628,10,11.592,498,8,-0.05,580.5,10,0.249,385.5,7,47.608,9,1,37.584,376,6,0.115,513,9,0.234,365,6,0.253,325,6,0.114,632.5,10,0.207,106,2,5.017,27,1,0.449,462,8,1.368,95,2
E01033623,Birmingham 138C,E08000025,Birmingham,32.489,370,6,7,414,7,0.147,344,6,7.118,547,9,1.087,157,3,0.502,257,5,36.973,106,2,40.315,329,6,0.34,176.5,3,0.23,369,6,-0.215,460.5,8,0.174,595.5,10,-0.459,384,7,4.663,115,2,0.55,420.5,7,1.406,76,2
E01033624,Birmingham 134C,E08000025,Birmingham,30.894,389,7,8,313.5,5,0.105,431,7,8.302,535,9,1.154,131,3,0.227,397,7,32.673,286,5,29.621,513,9,0.468,28.5,1,0.481,101.5,2,-0.116,439.5,7,0.181,585.5,10,-1.347,610,10,4.554,144,3,0.048,557,9,1.279,134.5,3
E01033625,Birmingham 138D,E08000025,Birmingham,13.687,591,10,11,637.5,10,0.014,632.5,10,9.315,523,9,-0.286,615,10,-0.593,600,10,41.37,34,1,43.483,269,5,0.042,607.5,10,0.12,538.5,9,0.099,376,6,0.074,639,10,-0.619,441,7,5.28,9,1,0.883,266,5,1.006,287,5
E01033626,Birmingham 134D,E08000025,Birmingham,27.561,418,7,8,382.5,6,0.09,488.5,8,15.847,450,8,0.9,224,4,0.197,411,7,35.833,146,3,29.204,518,9,0.246,341.5,6,0.509,88,2,0.437,243,4,0.197,571.5,9,-0.61,437,7,4.647,119,2,0.026,561,9,1.273,139,3
E01033627,Birmingham 137E,E08000025,Birmingham,46.933,219,4,5,128,3,0.208,180.5,3,24.339,366,6,0.807,260.5,5,0.311,346,6,42.916,28,1,35.152,428,7,0.46,32.5,1,0.339,233.5,4,0.56,200,4,0.307,461,8,0.422,47.5,1,4.045,226,4,0.642,374.5,6,0.798,435.5,7
E01033628,Birmingham 041F,E08000025,Birmingham,62.468,37,1,2,21.5,1,0.282,22.5,1,54.951,98,2,0.775,272.5,5,0.537,239.5,4,38.344,77,2,43.911,259,5,0.367,135.5,3,0.678,21,1,0.341,288.5,5,0.577,42,1,-0.642,449.5,8,4.94,42.5,1,0.508,436.5,7,1.745,18,1
E01033629,Birmingham 106F,E08000025,Birmingham,43.801,267,5,6,243.5,4,0.195,224.5,4,41.486,225,4,0.972,198,4,0.712,166,3,29.148,399,7,31.166,484,8,0.399,91.5,2,0.261,331.5,6,0.72,146,3,0.45,240,4,-0.445,376.5,6,3.554,319,5,0.671,361,6,0.299,635,10
E01033630,Birmingham 031H,E08000025,Birmingham,35.182,347,6,7,385,7,0.148,341.5,6,23.98,371,6,1.211,107,2,0.447,283.5,5,38.338,78,2,28.396,531,9,0.185,414,7,0.493,95,2,0.536,210.5,4,0.308,459,8,0.066,162,3,4.136,209.5,4,0.071,554,9,1.151,199,4
E01033631,Birmingham 079F,E08000025,Birmingham,12.334,598,10,11,639,10,0.006,638.5,10,3.815,583,10,-0.952,638,10,-0.587,598,10,48.519,8,1,33.692,444,7,0.048,601,10,0.065,608,10,-0.531,519,9,0.122,627,10,0.794,7,1,3.93,256.5,5,0.794,307.5,5,0.246,636,10
E01033632,Birmingham 023F,E08000025,Birmingham,44.421,258,5,6,144,3,0.2,205,4,19.698,412,7,0.894,229.5,4,0.614,206.5,4,29.348,392,7,40.2,332,6,0.448,39.5,1,0.244,351.5,6,0.055,392,7,0.333,421.5,7,-0.553,415,7,3.73,290,5,0.744,332,6,1.043,267,5
E01033633,Birmingham 125G,E08000025,Birmingham,50.746,178,3,4,168.5,3,0.227,121.5,2,45.964,181,3,1.177,123.5,2,1.197,36,1,33.634,253,4,11.495,638,10,0.402,86.5,2,0.313,257.5,5,0.799,116,2,0.474,194.5,4,0.1,147,3,3.33,350,6,-0.898,634,10,0.392,624,10
E01033634,Birmingham 096G,E08000025,Birmingham,15.544,568,9,10,609.5,10,0.016,631,10,23.683,372,6,0.619,345,6,-0.386,568,9,30.544,350,6,32.993,454,8,0.335,186,3,0.283,307,5,0.674,159,3,0.272,496.5,8,-0.824,509,8,4.099,216,4,0.515,432.5,7,0.856,404.5,7
E01033635,Birmingham 039H,E08000025,Birmingham,44.067,262,5,6,260.5,5,0.159,319,5,47.198,169,3,0.158,521.5,9,1.099,59,1,32.97,273,5,53.828,98,2,0.283,283,5,0.454,113,2,0.536,210.5,4,0.514,134,3,-1.28,599,10,4.583,134,3,0.932,238,4,1.715,21,1
E01033636,Birmingham 037F,E08000025,Birmingham,51.777,163,3,4,79,2,0.209,176.5,3,57.217,77,2,0.624,342,6,-0.651,604,10,35.26,170,3,50.16,163,3,0.317,229.5,4,0.634,33,1,0.134,364,6,0.621,10.5,1,-1.009,555,9,4.773,83,2,1.12,139,3,0.996,293.5,5
E01033637,Birmingham 041G,E08000025,Birmingham,58.484,81,2,3,42.5,1,0.259,55,1,51.431,137,3,0.823,255,4,0.433,291,5,38.578,74,2,39.646,337,6,0.346,169.5,3,0.646,27,1,0.156,359,6,0.57,48,1,-0.833,512,8,5.066,18.5,1,0.602,400,7,1.276,137,3
E01033638,Birmingham 049F,E08000025,Birmingham,60.558,53,1,2,31,1,0.273,36,1,48.638,160,3,0.913,217,4,0.836,122,2,40.955,40,1,30.09,501,8,0.39,101,2,0.5,92.5,2,0.238,333,6,0.547,82.5,2,-0.339,333,6,4.986,33,1,0.092,549,9,1.266,141.5,3
E01033639,Birmingham 136D,E08000025,Birmingham,49.896,189,3,4,215.5,4,0.182,266.5,5,32.229,306,5,0.631,339,6,1.353,22,1,38.878,67,2,59.413,48.5,1,0.418,64,1,0.465,107,2,0.76,132,3,0.356,384.5,7,-0.11,236,4,4.505,156,3,1.255,70.5,2,1.392,84,2
E01033640,Birmingham 134E,E08000025,Birmingham,61.007,50,1,2,89.5,2,0.21,172.5,3,36.418,268,5,1.23,101,2,2.415,1,1,46.727,10,1,39.71,336,6,0.426,60,1,0.604,46,1,0.643,174.5,3,0.417,288,5,-0.003,194,4,5.246,11,1,0.258,514,9,1.781,13,1
E01033641,Birmingham 140G,E08000025,Birmingham,41.614,294,5,6,232.5,4,0.173,285.5,5,39.093,246,4,0.311,475,8,0.067,459,8,34.536,207,4,51.103,140,3,0.257,327.5,6,0.553,66,2,-0.031,414,7,0.511,140.5,3,-0.511,401.5,7,4.409,173,3,1.105,153.5,3,1.121,213,4
E01033642,Birmingham 063F,E08000025,Birmingham,43.166,273,5,6,219.5,4,0.168,301.5,5,50.209,148,3,0.554,373,6,-0.302,559,9,40.422,48,1,39.265,348,6,0.281,286.5,5,0.593,51,1,0.068,387.5,7,0.569,50.5,1,-0.247,301.5,5,4.842,68,2,0.702,350,6,1.046,265,5
E01033643,Birmingham 082F,E08000025,Birmingham,50.599,179,3,4,116.5,2,0.203,195,4,54.517,108,2,0.727,296,5,0.085,452,8,35.827,147,3,46.888,205,4,0.315,232,4,0.616,39.5,1,0.33,293.5,5,0.576,43.5,1,-0.868,522.5,9,4.785,80,2,0.924,243,4,1.198,163,3
E01033644,Birmingham 052F,E08000025,Birmingham,59.486,64,1,2,37.5,1,0.245,86,2,59.708,58,1,0.937,207,4,0.184,416,7,38.804,70,2,44.086,256,4,0.375,120.5,2,0.685,17,1,0.386,267,5,0.612,14,1,-0.368,346,6,4.784,81,2,0.834,289,5,1.169,182,3
E01033645,Birmingham 088E,E08000025,Birmingham,47.045,218,4,5,196,4,0.219,143.5,3,36.333,270,5,1.221,105,2,-0.104,507.5,8,35.323,164,3,33.364,449,8,0.268,311,5,0.534,78,2,-0.095,435,7,0.497,159.5,3,-0.612,438.5,7,4.593,132,3,0.547,422,7,0.826,421,7
E01033646,Birmingham 031I,E08000025,Birmingham,64.138,26,1,2,208.5,4,0.285,17,1,32.013,308,5,1.451,48,1,1.555,7,1,40.836,43,1,65.361,15,1,0.193,403,7,0.349,214.5,4,0.446,239,4,0.405,307,5,-0.331,327,6,4.962,37,1,1.458,23.5,1,1.347,105,2
E01033647,Birmingham 058E,E08000025,Birmingham,53.34,140,3,4,182.5,3,0.235,100.5,2,62.349,44,1,0.819,256,4,0.122,441,7,33.494,261,5,51.931,125,2,0.278,296,5,0.37,192,3,1.052,60,1,0.546,85.5,2,-0.849,517,9,4.509,153.5,3,1.119,140.5,3,1.159,190.5,3
E01033648,Birmingham 084F,E08000025,Birmingham,55.778,110,2,3,85.5,2,0.246,79,2,41.261,229,4,0.901,222.5,4,0.744,155.5,3,36.123,133,3,47.212,200,4,0.332,192.5,4,0.574,57,1,0.375,275,5,0.49,171,3,-1.179,586,10,4.908,50,1,1.066,170,3,0.88,380.5,6
E01033649,Birmingham 058F,E08000025,Birmingham,52.028,158,3,4,139,3,0.218,145.5,3,51.857,132,3,1.042,173,3,-0.015,482,8,34.539,206,4,50.461,154,3,0.293,268.5,5,0.624,36.5,1,0.482,229,4,0.546,85.5,2,-0.781,495,8,4.602,130,3,1.091,158.5,3,1.098,225,4
E01033650,Birmingham 077F,E08000025,Birmingham,52.488,148,3,4,77,2,0.21,172.5,3,58.177,68,2,0.945,203,4,-0.397,570,9,36.236,126,2,39.429,344,6,0.32,222,4,0.721,9,1,0.292,306,5,0.61,16,1,-1.069,569,9,4.9,55,1,0.586,403.5,7,1.283,132,3
